ID,sEXT,sNEU,sAGR,sCON,sOPN
dbdfbfda2a4205bd59b22758ceddd5af,3.75,2.05,3.55,3.95,3.8
dbdfbfda2a4205bd59b22758ceddd5af,3.75,2.05,3.55,3.95,3.8
dbdfbfda2a4205bd59b22758ceddd5af,3.75,2.05,3.55,3.95,3.8
dbdfbfda2a4205bd59b22758ceddd5af,3.75,2.05,3.55,3.95,3.8
dbdfbfda2a4205bd59b22758ceddd5af,3.75,2.05,3.55,3.95,3.8
dbdfbfda2a4205bd59b22758ceddd5af,3.75,2.05,3.55,3.95,3.8
dbdfbfda2a4205bd59b22758ceddd5af,3.75,2.05,3.55,3.95,3.8
dbdfbfda2a4205bd59b22758ceddd5af,3.75,2.05,3.55,3.95,3.8
dbdfbfda2a4205bd59b22758ceddd5af,3.75,2.05,3.55,3.95,3.8
dbdfbfda2a4205bd59b22758ceddd5af,3.75,2.05,3.55,3.95,3.8
dbdfbfda2a4205bd59b22758ceddd5af,3.75,2.05,3.55,3.95,3.8
dbdfbfda2a4205bd59b22758ceddd5af,3.75,2.05,3.55,3.95,3.8
dbdfbfda2a4205bd59b22758ceddd5af,3.75,2.05,3.55,3.95,3.8
dbdfbfda2a4205bd59b22758ceddd5af,3.75,2.05,3.55,3.95,3.8
dbdfbfda2a4205bd59b22758ceddd5af,3.75,2.05,3.55,3.95,3.8
dbdfbfda2a4205bd59b22758ceddd5af,3.75,2.05,3.55,3.95,3.8
dbdfbfda2a4205bd59b22758ceddd5af,3.75,2.05,3.55,3.95,3.8
dbdfbfda2a4205bd59b22758ceddd5af,3.75,2.05,3.55,3.95,3.8
dbdfbfda2a4205bd59b22758ceddd5af,3.75,2.05,3.55,3.95,3.8
dbdfbfda2a4205bd59b22758ceddd5af,3.75,2.05,3.55,3.95,3.8
dbdfbfda2a4205bd59b22758ceddd5af,3.75,2.05,3.55,3.95,3.8
dbdfbfda2a4205bd59b22758ceddd5af,3.75,2.05,3.55,3.95,3.8
dbdfbfda2a4205bd59b22758ceddd5af,3.75,2.05,3.55,3.95,3.8
dbdfbfda2a4205bd59b22758ceddd5af,3.75,2.05,3.55,3.95,3.8
dbdfbfda2a4205bd59b22758ceddd5af,3.75,2.05,3.55,3.95,3.8
dbdfbfda2a4205bd59b22758ceddd5af,3.75,2.05,3.55,3.95,3.8
dbdfbfda2a4205bd59b22758ceddd5af,3.75,2.05,3.55,3.95,3.8
dbdfbfda2a4205bd59b22758ceddd5af,3.75,2.05,3.55,3.95,3.8
dbdfbfda2a4205bd59b22758ceddd5af,3.75,2.05,3.55,3.95,3.8
dbdfbfda2a4205bd59b22758ceddd5af,3.75,2.05,3.55,3.95,3.8
dbdfbfda2a4205bd59b22758ceddd5af,3.75,2.05,3.55,3.95,3.8
dbdfbfda2a4205bd59b22758ceddd5af,3.75,2.05,3.55,3.95,3.8
dbdfbfda2a4205bd59b22758ceddd5af,3.75,2.05,3.55,3.95,3.8
dbdfbfda2a4205bd59b22758ceddd5af,3.75,2.05,3.55,3.95,3.8
dbdfbfda2a4205bd59b22758ceddd5af,3.75,2.05,3.55,3.95,3.8
dbdfbfda2a4205bd59b22758ceddd5af,3.75,2.05,3.55,3.95,3.8
dbdfbfda2a4205bd59b22758ceddd5af,3.75,2.05,3.55,3.95,3.8
dbdfbfda2a4205bd59b22758ceddd5af,3.75,2.05,3.55,3.95,3.8
dbdfbfda2a4205bd59b22758ceddd5af,3.75,2.05,3.55,3.95,3.8
dbdfbfda2a4205bd59b22758ceddd5af,3.75,2.05,3.55,3.95,3.8
dbdfbfda2a4205bd59b22758ceddd5af,3.75,2.05,3.55,3.95,3.8
3b6a414b280222a29d0a95c473cf6b61,2.05,1.55,4.55,3.95,4
3b6a414b280222a29d0a95c473cf6b61,2.05,1.55,4.55,3.95,4
3b6a414b280222a29d0a95c473cf6b61,2.05,1.55,4.55,3.95,4
3b6a414b280222a29d0a95c473cf6b61,2.05,1.55,4.55,3.95,4
3b6a414b280222a29d0a95c473cf6b61,2.05,1.55,4.55,3.95,4
3b6a414b280222a29d0a95c473cf6b61,2.05,1.55,4.55,3.95,4
3b6a414b280222a29d0a95c473cf6b61,2.05,1.55,4.55,3.95,4
3b6a414b280222a29d0a95c473cf6b61,2.05,1.55,4.55,3.95,4
3b6a414b280222a29d0a95c473cf6b61,2.05,1.55,4.55,3.95,4
3b6a414b280222a29d0a95c473cf6b61,2.05,1.55,4.55,3.95,4
3b6a414b280222a29d0a95c473cf6b61,2.05,1.55,4.55,3.95,4
3b6a414b280222a29d0a95c473cf6b61,2.05,1.55,4.55,3.95,4
3b6a414b280222a29d0a95c473cf6b61,2.05,1.55,4.55,3.95,4
3b6a414b280222a29d0a95c473cf6b61,2.05,1.55,4.55,3.95,4
3b6a414b280222a29d0a95c473cf6b61,2.05,1.55,4.55,3.95,4
3b6a414b280222a29d0a95c473cf6b61,2.05,1.55,4.55,3.95,4
3b6a414b280222a29d0a95c473cf6b61,2.05,1.55,4.55,3.95,4
3b6a414b280222a29d0a95c473cf6b61,2.05,1.55,4.55,3.95,4
3b6a414b280222a29d0a95c473cf6b61,2.05,1.55,4.55,3.95,4
3b6a414b280222a29d0a95c473cf6b61,2.05,1.55,4.55,3.95,4
3b6a414b280222a29d0a95c473cf6b61,2.05,1.55,4.55,3.95,4
3b6a414b280222a29d0a95c473cf6b61,2.05,1.55,4.55,3.95,4
3b6a414b280222a29d0a95c473cf6b61,2.05,1.55,4.55,3.95,4
3b6a414b280222a29d0a95c473cf6b61,2.05,1.55,4.55,3.95,4
3b6a414b280222a29d0a95c473cf6b61,2.05,1.55,4.55,3.95,4
3b6a414b280222a29d0a95c473cf6b61,2.05,1.55,4.55,3.95,4
3b6a414b280222a29d0a95c473cf6b61,2.05,1.55,4.55,3.95,4
3b6a414b280222a29d0a95c473cf6b61,2.05,1.55,4.55,3.95,4
3b6a414b280222a29d0a95c473cf6b61,2.05,1.55,4.55,3.95,4
3b6a414b280222a29d0a95c473cf6b61,2.05,1.55,4.55,3.95,4
3b6a414b280222a29d0a95c473cf6b61,2.05,1.55,4.55,3.95,4
3b6a414b280222a29d0a95c473cf6b61,2.05,1.55,4.55,3.95,4
3b6a414b280222a29d0a95c473cf6b61,2.05,1.55,4.55,3.95,4
d3582916ef22700cebb70f5cdedc1da9,3.7,2.2,2.95,3.45,4.4
d3582916ef22700cebb70f5cdedc1da9,3.7,2.2,2.95,3.45,4.4
d3582916ef22700cebb70f5cdedc1da9,3.7,2.2,2.95,3.45,4.4
d3582916ef22700cebb70f5cdedc1da9,3.7,2.2,2.95,3.45,4.4
d3582916ef22700cebb70f5cdedc1da9,3.7,2.2,2.95,3.45,4.4
d3582916ef22700cebb70f5cdedc1da9,3.7,2.2,2.95,3.45,4.4
d3582916ef22700cebb70f5cdedc1da9,3.7,2.2,2.95,3.45,4.4
d3582916ef22700cebb70f5cdedc1da9,3.7,2.2,2.95,3.45,4.4
d3582916ef22700cebb70f5cdedc1da9,3.7,2.2,2.95,3.45,4.4
d3582916ef22700cebb70f5cdedc1da9,3.7,2.2,2.95,3.45,4.4
d3582916ef22700cebb70f5cdedc1da9,3.7,2.2,2.95,3.45,4.4
d3582916ef22700cebb70f5cdedc1da9,3.7,2.2,2.95,3.45,4.4
d3582916ef22700cebb70f5cdedc1da9,3.7,2.2,2.95,3.45,4.4
810c70fdd8c82cb4e0afc1e8cc62759a,3.6,1.5,3.45,2.9,4.35
810c70fdd8c82cb4e0afc1e8cc62759a,3.6,1.5,3.45,2.9,4.35
810c70fdd8c82cb4e0afc1e8cc62759a,3.6,1.5,3.45,2.9,4.35
810c70fdd8c82cb4e0afc1e8cc62759a,3.6,1.5,3.45,2.9,4.35
810c70fdd8c82cb4e0afc1e8cc62759a,3.6,1.5,3.45,2.9,4.35
810c70fdd8c82cb4e0afc1e8cc62759a,3.6,1.5,3.45,2.9,4.35
810c70fdd8c82cb4e0afc1e8cc62759a,3.6,1.5,3.45,2.9,4.35
810c70fdd8c82cb4e0afc1e8cc62759a,3.6,1.5,3.45,2.9,4.35
810c70fdd8c82cb4e0afc1e8cc62759a,3.6,1.5,3.45,2.9,4.35
810c70fdd8c82cb4e0afc1e8cc62759a,3.6,1.5,3.45,2.9,4.35
810c70fdd8c82cb4e0afc1e8cc62759a,3.6,1.5,3.45,2.9,4.35
810c70fdd8c82cb4e0afc1e8cc62759a,3.6,1.5,3.45,2.9,4.35
810c70fdd8c82cb4e0afc1e8cc62759a,3.6,1.5,3.45,2.9,4.35
810c70fdd8c82cb4e0afc1e8cc62759a,3.6,1.5,3.45,2.9,4.35
810c70fdd8c82cb4e0afc1e8cc62759a,3.6,1.5,3.45,2.9,4.35
810c70fdd8c82cb4e0afc1e8cc62759a,3.6,1.5,3.45,2.9,4.35
810c70fdd8c82cb4e0afc1e8cc62759a,3.6,1.5,3.45,2.9,4.35
810c70fdd8c82cb4e0afc1e8cc62759a,3.6,1.5,3.45,2.9,4.35
810c70fdd8c82cb4e0afc1e8cc62759a,3.6,1.5,3.45,2.9,4.35
810c70fdd8c82cb4e0afc1e8cc62759a,3.6,1.5,3.45,2.9,4.35
810c70fdd8c82cb4e0afc1e8cc62759a,3.6,1.5,3.45,2.9,4.35
810c70fdd8c82cb4e0afc1e8cc62759a,3.6,1.5,3.45,2.9,4.35
810c70fdd8c82cb4e0afc1e8cc62759a,3.6,1.5,3.45,2.9,4.35
810c70fdd8c82cb4e0afc1e8cc62759a,3.6,1.5,3.45,2.9,4.35
810c70fdd8c82cb4e0afc1e8cc62759a,3.6,1.5,3.45,2.9,4.35
810c70fdd8c82cb4e0afc1e8cc62759a,3.6,1.5,3.45,2.9,4.35
810c70fdd8c82cb4e0afc1e8cc62759a,3.6,1.5,3.45,2.9,4.35
810c70fdd8c82cb4e0afc1e8cc62759a,3.6,1.5,3.45,2.9,4.35
810c70fdd8c82cb4e0afc1e8cc62759a,3.6,1.5,3.45,2.9,4.35
810c70fdd8c82cb4e0afc1e8cc62759a,3.6,1.5,3.45,2.9,4.35
810c70fdd8c82cb4e0afc1e8cc62759a,3.6,1.5,3.45,2.9,4.35
810c70fdd8c82cb4e0afc1e8cc62759a,3.6,1.5,3.45,2.9,4.35
810c70fdd8c82cb4e0afc1e8cc62759a,3.6,1.5,3.45,2.9,4.35
810c70fdd8c82cb4e0afc1e8cc62759a,3.6,1.5,3.45,2.9,4.35
810c70fdd8c82cb4e0afc1e8cc62759a,3.6,1.5,3.45,2.9,4.35
810c70fdd8c82cb4e0afc1e8cc62759a,3.6,1.5,3.45,2.9,4.35
810c70fdd8c82cb4e0afc1e8cc62759a,3.6,1.5,3.45,2.9,4.35
810c70fdd8c82cb4e0afc1e8cc62759a,3.6,1.5,3.45,2.9,4.35
810c70fdd8c82cb4e0afc1e8cc62759a,3.6,1.5,3.45,2.9,4.35
810c70fdd8c82cb4e0afc1e8cc62759a,3.6,1.5,3.45,2.9,4.35
810c70fdd8c82cb4e0afc1e8cc62759a,3.6,1.5,3.45,2.9,4.35
810c70fdd8c82cb4e0afc1e8cc62759a,3.6,1.5,3.45,2.9,4.35
810c70fdd8c82cb4e0afc1e8cc62759a,3.6,1.5,3.45,2.9,4.35
810c70fdd8c82cb4e0afc1e8cc62759a,3.6,1.5,3.45,2.9,4.35
810c70fdd8c82cb4e0afc1e8cc62759a,3.6,1.5,3.45,2.9,4.35
810c70fdd8c82cb4e0afc1e8cc62759a,3.6,1.5,3.45,2.9,4.35
810c70fdd8c82cb4e0afc1e8cc62759a,3.6,1.5,3.45,2.9,4.35
810c70fdd8c82cb4e0afc1e8cc62759a,3.6,1.5,3.45,2.9,4.35
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
5299b573a6caaf4aebfb3cf6bc8acfd8,4.7,1.55,3.7,4.4,4.9
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
b4a21c82de4011033c8ac67081ff939c,4.55,2.2,3.3,3.9,3.65
